date,cs_pace_med,cs_pace_lo50,cs_pace_hi50,cs_pace_lo95,cs_pace_hi95,cs_mps_med,cs_pace_trend_med,cs_pace_trend_lo95,cs_pace_trend_hi95,dp_med,dp_lo50,dp_hi50,dp_lo95,dp_hi95
2008-10-04,9.031278080591129,8.823702404231454,9.227334939612408,8.435315932416321,9.615209847478386,2.9699450913975856,9.141788843014947,8.563169494353344,9.754196319841677,167.22728440022527,158.41077305195222,176.22593020349797,135.8602901557122,213.85523209664655
2008-10-11,9.018803734128102,8.809290855545811,9.218270149094222,8.412793603105705,9.607255752761937,2.974052966705689,9.139690079943643,8.562265640498888,9.746340394854668,167.2599873857662,158.46719745955414,176.26062633438121,136.04462250521922,214.00156088876696
2008-10-18,9.006064910860971,8.793040784739922,9.207628236023629,8.387904406580931,9.600729513908245,2.978259680059807,9.138784361799445,8.568156112031684,9.741857758297332,167.23573832449193,158.5209788000288,176.30034543549658,135.84422062939223,214.34608577729966
2008-10-25,8.9923565977729,8.77921095148493,9.198053394662235,8.359471952086789,9.596800753703388,2.9827998645661555,9.136436092739647,8.567534700332667,9.738378977195213,167.20998753057933,158.4687228583238,176.20945144808192,135.872033273574,214.1250789604052
2008-11-01,8.977485149856221,8.76441093378261,9.1868393993391,8.342646144281334,9.5906823499148,2.9877409492346247,9.133874253074584,8.566607198080192,9.734087025653865,167.15310535352273,158.55758391131502,176.13552791726067,135.72983225322622,213.65559598749826
2008-11-08,8.963255784979308,8.748928324066565,9.172136195197307,8.322536336927653,9.591792586261972,2.9924840540183855,9.132829082857517,8.565622052120647,9.727180370932238,167.06858934854517,158.58097658096824,176.1853224010738,136.32823838744508,213.62352161580966
2008-11-15,8.948839317743547,8.732405988129972,9.159708344811353,8.305982693435856,9.585148417335148,2.997304908364999,9.130929632902014,8.566241425735345,9.721191587356373,167.17197890626977,158.65078973931048,176.22637256876746,136.26660700570125,213.52528980009865
2008-11-22,8.932772901002528,8.720231166839707,9.144854320380453,8.286740774039503,9.57856567996102,3.0026958368602035,9.128495224679218,8.563683978277675,9.712500905613096,167.13148661291996,158.7238009279866,176.1595393392652,136.02327673101408,213.694810413866
2008-11-29,8.920427307448346,8.70479304169023,9.128062847835592,8.268423230527148,9.560810079803618,3.0068514742660835,9.126531969692875,8.565640494537424,9.704504525696553,167.13887136408252,158.65508537011516,176.1979323666745,136.420378857894,213.50874231422026
2008-12-06,8.905150428967744,8.691278559651149,9.117439897863244,8.252856688873711,9.547453553470554,3.012009759299268,9.124231500857022,8.565085458890687,9.704045897053087,167.16697424547203,158.75996703095151,176.3048272721805,136.2915889086409,213.81453795813542
2008-12-13,8.887277303758644,8.676287286064522,9.101338276542608,8.246419373169207,9.532467669586147,3.0180671856233454,9.123371759623208,8.555520144989156,9.699778822632778,167.1332508542249,158.74357047768905,176.39662575207137,136.46481671535525,214.23242801606406
